sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
5.849528072293952,2.623952889669064,4.006198357639877,1.202453985046914,versicolor
5.082840476630635,3.4999163781736393,1.502701189955968,0.2605282205667029,setosa
4.931242132677913,2.4651170436575187,3.323457541059176,0.9685166138748532,versicolor
4.341310378326422,2.9918078599064115,1.22976214191879,0.21736131370340467,setosa
6.087600568664653,2.806854967463607,4.054178302746009,1.3199898149577283,versicolor
5.713274076259326,2.45806695534007,4.985339110433462,1.9664744139570236,virginica
5.05164239627506,2.496731714085397,2.9485065975824414,1.1350292412231682,versicolor
5.747472762565328,2.7730676278005073,4.090159981667661,1.3346925009049868,versicolor
4.835252734064109,2.5275331119103157,4.477662124525382,1.7409145049279016,virginica
6.875751756752141,3.164679853377061,5.721247051719562,2.1551840871326413,virginica
7.901115997179316,3.71564824545757,6.4307690401475,2.099041773856189,virginica
6.1403191752381385,2.8537015449668304,4.744342163550201,1.1287568641314638,versicolor
5.01557731122683,3.632007041743571,1.4076541808885015,0.2145681375349137,setosa
6.456470732985017,2.818126096203088,5.61156010261575,2.2207996772732757,virginica
4.411514342904691,2.863945891658756,1.3872447534703694,0.28480344000080504,setosa
5.115925608905506,3.2725993239000686,1.7332989234790142,0.44098742508074645,setosa
5.336256231927427,3.4043482879002145,1.6603786472116384,0.1543007009689596,setosa
7.391201117897766,2.9108172532223286,6.312065010811945,1.7465951860435265,virginica
6.974170478233093,3.2123662230984857,5.760448793484538,2.328550188387689,virginica
4.502092615917179,3.0048941380202177,1.2710318098442661,0.21874841728128758,setosa
4.639626046547538,3.3450764938734228,1.3714785112200203,0.33812938978859597,setosa
4.845223053092195,2.9819379094711222,1.4596354141320662,0.2046370674485303,setosa
5.064715772670449,3.479978613285798,1.443789166706779,0.1718574406844109,setosa
6.4710871769362415,3.1316982238291557,5.5663343172066515,1.7236003127475437,virginica
4.509998661780177,2.3030538437275627,1.3172420388701713,0.31532708770898216,setosa
5.786424788832582,2.99921689690651,4.259067692698213,1.5323494910644229,versicolor
4.943978131521983,2.0035805443644206,3.474043593747273,1.0367816347507093,versicolor
6.55839964423009,2.91854215011166,5.149895487781813,2.004331271139091,virginica
5.241147632839524,2.673578257211417,3.912425812167827,1.3150688448058372,versicolor
5.031242641482204,3.252568662781977,1.2342765547396317,0.18502589085066476,setosa
5.552254157118773,2.530814370689996,3.9436693478433833,1.218406808394445,versicolor
4.939662841799306,3.094535373287409,1.4220706383697963,0.21149404339204453,setosa
5.123655384544105,3.4263366317286263,1.3606028349453176,0.37448517068840165,setosa
5.137066289753925,3.503782238765847,1.4575232714980704,0.30752260477149285,setosa
4.885747346764284,3.015880391219153,1.3749515011621658,0.1744846378622058,setosa
5.030182582325047,2.2520832774236412,3.2724761363641326,0.944980184353644,versicolor
5.215976375808482,3.482987135763187,1.4529389117721854,0.18836365745388467,setosa
5.984285979836622,2.1852466272303004,3.93505126193129,0.9335678785194801,versicolor
4.679992995746717,3.1333337387819626,1.4701999870648426,0.23091877224692206,setosa
5.089308093354258,3.8041545963163403,1.5795211997036442,0.3593492899400336,setosa
4.942883390544887,2.4732273302584886,4.457118880693971,1.6991035680661863,virginica
5.3888624658231015,3.3957155264446257,1.7730140820761777,0.14665451265380852,setosa
6.2356409022190595,2.4545361235208465,5.022415510357148,1.8288258657957566,virginica
5.792789543356417,2.7353226414117677,5.090473580696185,2.013560108866882,virginica
6.647218033310592,3.1037479366744303,5.650637657447693,2.3769867972593994,virginica
5.426593083357317,3.4397687543903173,1.7048048068436592,0.18895440408568587,setosa
6.636595782665383,2.940970309193539,4.688881275248127,1.3263672074166817,versicolor
6.65618960603784,3.393447928373584,5.710691837276402,2.479016688256536,virginica
5.757905063196962,2.860294869502817,4.061441407129186,1.2457499533452279,versicolor
5.378494399674162,3.3260257322249673,1.5437261520315197,0.4070593954723727,setosa
6.113520505620508,2.8395434487272033,4.744232842928664,1.2500769210363607,versicolor
4.993121575923037,3.558372883710486,1.2890411811263864,0.35386819554782467,setosa
4.363903335163115,3.0838014844517083,1.0698373716104517,0.12062796623467635,setosa
5.708613864919192,2.4931699583378135,5.002464580350266,2.006250005007348,virginica
4.966284084630859,3.4888941565352183,1.4324977294841528,0.2626014021048385,setosa
7.4437099744825765,2.791267328218006,6.040922130645695,1.9521912397485954,virginica
4.466719505905234,2.925568794876209,1.3514357407591309,0.14344147841542115,setosa
6.902709980833266,3.025555154136699,5.150479047197493,2.28917924765455,virginica
6.525489660760666,2.981657462793266,5.750664441728387,2.1490353724118996,virginica
5.884286713710007,2.697237990536885,5.204499785553551,2.4482930343230214,virginica
6.323805415311649,2.5226538308754636,5.049614925115899,1.9172449829367622,virginica
5.366926764940585,3.0020497615577297,4.456465797275822,1.4353492023101067,versicolor
4.477569818716267,2.268118283273767,1.301185646962959,0.3062354094192576,setosa
7.172170784326426,3.525112318985017,6.1038302921367755,2.4994528492898294,virginica
4.474834052723873,2.8930227314840056,1.4683606283443218,0.1715467984339159,setosa
5.377716213207989,3.377469068046969,1.697202505067665,0.112453280604215,setosa
4.557457630784275,3.522801215176693,1.0515572640538586,0.15417773613946587,setosa
5.772622851961745,2.8559363072027004,5.081399176662391,2.36663796598562,virginica
5.164649864107068,3.4402732906415663,1.2850312363986225,0.20112724693279374,setosa
4.672363830857357,3.23558937468219,1.4452316985506668,0.19551368698127294,setosa
5.953371584851076,2.7663136154092753,5.158177638211289,1.658380886348664,versicolor
6.900814856580518,3.172473887726934,5.8725928307288795,2.349851377157276,virginica
5.084303075236992,3.4672429577537485,1.460261425364793,0.31679582493284875,setosa
6.4323374430840285,2.75209141185142,5.695484122657915,2.098026150995124,virginica
6.723303856939903,3.0852271442294876,5.006212295054098,1.5875001765157064,versicolor
5.404980369711656,3.414000503362143,1.5049581315345175,0.42876464055962377,setosa
5.8486063280294305,2.7593279929907295,5.0499893431302425,2.3980614822798123,virginica
6.864164683091226,3.1319828734509825,4.927577562647901,1.5018551861634923,versicolor
6.323197886567045,2.3184766931783436,4.434726000196371,1.2685728098457798,versicolor
6.2350837094227405,2.4199458852652946,4.863345304254409,1.4743323506977586,versicolor
7.556647774168663,3.0596603110897025,6.533853607862162,2.0521920103475373,virginica
4.999527138822115,1.9995687754723932,3.5130606196938885,1.0416851441570945,versicolor
5.730609910240659,2.76501386689093,4.099874724285528,1.2678273448021524,versicolor
5.115814192556929,3.3995557113855086,1.4417222989031626,0.2568291562075305,setosa
5.528206668537333,2.369836798734577,3.821583267722587,1.0641551460327605,versicolor
5.617404864893987,2.8922880109218516,4.442239205696126,1.4488637652350826,versicolor
6.367616261696233,2.6326057685914126,4.912971720241946,1.4585543181693437,versicolor
4.8373374898643275,3.4272224764855985,2.0238606875262195,0.20875092660410136,setosa
6.518831013592508,2.852334438415893,4.588155355553955,1.358543310472172,versicolor
6.864020694966314,3.0656666972466864,5.352687946339557,2.136581105167861,virginica
4.376516336365111,2.738966348063306,1.4931452225488848,0.2315254052001798,setosa
7.0360580347349515,3.246404872806162,4.6577758893402414,1.3715960130585887,versicolor
5.494588526762024,2.4721462886998946,3.664043021995028,1.0837244772510657,versicolor
5.811559651398265,2.5835440577399424,3.9955054758790207,1.2374115812353152,versicolor
6.704770763471026,3.066186077692356,5.569524191822955,2.2882714696412108,virginica
4.787805361273239,3.043532170498034,1.520895090104607,0.1385803391800601,setosa
5.620684937455683,2.9557287437910627,4.061393493503993,1.350644753292799,versicolor
6.711637720210008,3.0950747413910413,5.664928023265451,2.4206653795376516,virginica
4.535987726468703,2.3590191516908496,1.3223270412197263,0.22987990284039922,setosa
6.5057435460439175,3.018663954699062,5.216453090281143,2.0491234071383415,virginica
6.51855993927501,2.958260363645302,5.240024811797629,2.0492666426738753,virginica
7.627885371393052,2.999608593345261,6.055786322192952,2.3709899532303598,virginica
5.028195169615255,3.6484354487000394,1.2875945082570532,0.30976588819165185,setosa
5.148105351184793,3.3870254746706885,1.7036924375613263,0.48086571766454145,setosa
6.416480302373277,3.197027247553434,5.173888308949642,2.3009817431957442,virginica
5.451673686259703,3.4105914982351035,1.5946477338698009,0.20859593870694343,setosa
5.79628701814658,2.623075963781079,5.043542895983449,1.8656921511350022,virginica
5.438520727514412,2.2693797253170516,3.933821273780441,1.3321865188764026,versicolor
6.885363418662434,3.1947402778744833,4.878934206175254,1.514625362618067,versicolor
5.818303879279292,2.7149377903777903,4.042247764719973,0.9648874378208888,versicolor
4.368272001934725,3.026244276509607,1.2891000641823676,0.2931912936021843,setosa
5.909948330322861,3.1629496347926462,4.824909793831715,1.7848876001469274,versicolor
7.3900723354356,2.8553633342901907,6.053294257037907,1.9502167545996545,virginica
6.667384014171083,2.961199137577939,4.96615316074704,1.6684536189262718,versicolor
6.812620138760248,3.1768576596953917,5.881019929418265,2.3095324299513744,virginica
6.378929582903911,3.226695826883608,4.548487324390416,1.4702638793519298,versicolor
4.697674252773484,3.2719756333339367,1.2686371663403184,0.2097041721235072,setosa
7.228928403006701,2.83855293021093,5.695863903253011,1.5582951678698982,virginica
4.996490713741765,3.621909406490891,1.3326320176509308,0.19566302139893801,setosa
6.611056930990121,3.041763024147693,4.715231765603172,1.6146858512043503,versicolor
5.503052426455617,2.4837596112440883,3.9588668101935767,1.3522907364734036,versicolor
5.014703911834776,3.869347941135243,1.8292060148052567,0.4600681386189179,setosa
6.345163560099311,2.815518076370968,5.587509881136565,2.203234477786566,virginica
4.815501728650137,3.04194046712421,1.4461330302246054,0.3387905484111531,setosa
5.564236576037779,2.2676350074694445,4.017132378104826,1.3615322425759555,versicolor
4.574463119476021,3.636108739278717,1.0317013544724993,0.1763749849274986,setosa
5.234409977600769,4.117796426320607,1.5453055653316106,0.1179781537384031,setosa
7.741984491935063,3.7984736571753146,6.770017702072167,2.1705078298792757,virginica
5.6935786995747515,2.7301658140671496,4.128045389799706,1.331074145160135,versicolor
4.601831506377922,3.2342166613783934,1.3443829402378258,0.16532433246398173,setosa
6.712178481434683,3.3880707080816257,5.681294576030967,2.202652328893339,virginica
6.521043035899713,3.1448728934992913,5.088477698423447,2.060267621543231,virginica
5.037191293348795,2.913823608267998,1.6027522851526703,0.24916059294362683,setosa
6.666877752436011,3.0245923900227014,5.142301982201178,2.2653334723059526,virginica
6.370671601792403,2.5210422766842386,4.947170053133437,1.874970679443886,virginica
6.021856621610528,2.138428196206631,5.008408777255374,1.4773728312568737,virginica
4.7937299898924906,3.012586545287376,1.4150563519217871,0.24342986486246423,setosa
4.737383358240559,3.2020282919248912,1.3086863105472735,0.1975061520233252,setosa
5.7331752110326635,3.006884821557364,4.185398491447736,1.2354985807200136,versicolor
4.750275379965257,3.3936870168368176,1.665445722955807,0.2335412705508389,setosa
6.67081140882137,2.9673623671041467,4.637419407678566,1.3240250550026396,versicolor
4.917623550708232,2.007764384655047,3.455142315272833,1.0318004127401408,versicolor
5.410511420743857,3.363944727697725,1.5634281813061637,0.3924604046770868,setosa
5.582696396961122,3.076162210234191,4.543773646738455,1.4993317181796257,versicolor
6.697541836684044,3.348119806674158,5.594418934512965,2.074092445637541,virginica
5.4955165268477,2.505979934506239,4.363130764937324,1.1861492705669028,versicolor
6.646531139973531,3.2897572346915647,5.792191460016609,2.1587589171893105,virginica
7.347934555527471,2.8928953316976362,6.04311073794479,2.0108526245887197,virginica
6.760066423186372,2.4898316253527946,5.7895784261955985,1.8962870030418573,virginica
6.771434307798972,2.794686785484281,4.798706767665937,1.347215356347607,versicolor
4.47829914182092,2.9280754228482015,1.3406986823842348,0.18893633907729343,setosa
6.316534438247847,2.7277814500186794,4.835424498137325,1.7641469502193707,virginica
5.082509410872764,2.5622325741253613,3.0240730367966737,1.1104477347681028,versicolor
5.01790588166759,3.5006295518126285,1.2904296477429604,0.41733617697279,setosa
6.833625752604551,3.1230675710601217,5.958223820691876,2.351798350815776,virginica
6.068795006532685,3.0661669376474676,4.811860219881341,1.860105213523632,virginica
5.719282181310967,2.7866855339073444,5.060319854774008,2.442428832030727,virginica
5.0825753748973685,3.6717084149892214,1.5298353038548285,0.37036929045816186,setosa
6.155529273585909,2.917943075043865,4.7493046404088135,1.419809091505078,versicolor
4.445794634035652,3.2880270921211903,1.3458476579623808,0.2319751760980924,setosa
6.480085444506054,2.976848327865373,5.494139583426419,1.7194469678488162,virginica
5.809839331388639,3.9144626292748557,1.132028057019337,0.18656613395063468,setosa
5.865186858918835,2.854592310886717,5.05345752529431,2.4294756539881246,virginica
6.549241050546197,3.0009461264592012,5.24388593004886,1.963172148229852,virginica
5.18046626194978,3.3573265121229463,1.4013854977694014,0.293266749762107,setosa
5.65694045726804,2.9515652701978152,4.1904658880128824,1.2153689304983617,versicolor
6.015780382295095,2.712202030579905,5.065993329398394,1.559946747191203,versicolor
4.5940871175523865,3.4254612701496474,1.4414077250464614,0.23765702618516193,setosa
5.474387907049387,2.4122779091081377,3.722989643046407,1.0233238311720196,versicolor
6.074375211252558,2.2923672230947303,3.9427489003775857,0.988028917933533,versicolor
4.9043660001858,2.5486336624254213,4.498768256373363,1.6656805375396477,virginica
5.7924424935246925,2.6435668230118603,5.158060375622037,1.8321104369610228,virginica
4.893324804454488,3.15741858206736,1.5111492102017887,0.09571354678251684,setosa
5.796260747334692,2.6902748375946754,3.9063690369023787,1.1967639664659433,versicolor
5.4614641127960235,3.848162327857467,1.2747720015202364,0.4859335879906366,setosa
6.053828553121163,3.0079261284954693,4.641580146600037,1.4215176993049703,versicolor
6.249263085123689,2.8282367918548994,5.056869707599129,1.446398103658972,virginica
5.910076748432534,3.1109460794224892,4.780672845916416,1.7658753311302564,versicolor
5.773843135400116,2.774727849619027,5.075247862243566,1.9403183263611474,virginica
7.883748370653687,3.765533240831472,6.4739623713412495,2.034526939613719,virginica
6.850460792786469,3.1268854219288746,5.1188508717537164,2.23111714938795,virginica
4.7549140499741895,3.393691886774832,1.84942030857728,0.18644210662672073,setosa
5.6557376695070785,2.4577324972863104,5.065975998733473,1.9752557104588575,virginica
5.440147957791245,3.4872592978560393,1.3232849050744302,0.14819893641664345,setosa
4.381292833297216,3.2657599809329367,1.207363396909743,0.2201903345893127,setosa
6.851012980484795,3.0785870079262008,5.0806286724767045,2.1622436830530916,virginica
5.0339072436046655,3.8383774596622966,1.6217989458819766,0.11974074817947071,setosa
5.098273290782869,3.7520291344872936,1.5604794622669114,0.2083192738042942,setosa
5.60438328568923,2.7847875171968512,4.897477451426362,1.9942796481588358,virginica
6.0141685002233745,2.1346330276935213,3.9446577367990243,0.9389166481364104,versicolor
4.3201273389134,2.9189933959054057,1.3971287264957546,0.3106467127460433,setosa
6.719438766000237,3.0937254437400172,5.491964870206517,2.3932990156490743,virginica
4.540873217840716,3.656791913588438,1.0208013669964437,0.2550071048069141,setosa
5.146046891054667,3.3081081209307452,1.7302541214954574,0.4987906489649404,setosa
6.545109140433286,3.076576782338809,5.109259163890422,1.9606584300553385,virginica
5.075630587033067,3.3469982929905697,1.6785626890521765,0.5090996767810785,setosa
6.009982808573187,2.2622600170017533,4.116565449730018,1.0006870144137696,versicolor
7.304336378445763,3.551771789641339,6.038430518313246,2.4873779896985924,virginica
6.599232147877174,3.3144511905614333,5.789348882656152,2.5602491781793715,virginica
6.781734332158481,3.2565563230089696,5.75030559648632,2.477317834752261,virginica
4.846325535276129,3.3995066293862597,1.9227672220126961,0.13380406522094707,setosa
4.55148491057704,3.260047956317996,1.3984021263873785,0.2416330178463433,setosa
5.171322879655143,4.0686644021568314,1.5323115363451882,0.15175443519295045,setosa
5.73616156069568,2.788527598158468,4.500174514962425,1.2275732688876753,versicolor
5.055664000130545,2.4336465424575575,3.0298444457753915,1.0927773363910895,versicolor
6.099437792554596,2.7989058268418763,3.9724839008032937,1.2840874704575593,versicolor
4.407324930377491,3.192129818322251,1.2443115074352564,0.15944043844838912,setosa
5.9992070249874505,2.886408726125442,4.441629607518966,1.4991571223188311,versicolor
5.61043421656573,2.5208099082265445,4.0075141089103,1.29757346828123,versicolor
5.965050453594787,2.321992475444283,4.979028097238828,1.4765865137426157,virginica
6.950845132302202,3.1252671536514027,4.839856855877841,1.478018848410306,versicolor
5.72801037016459,2.599845846325976,3.4629999775226166,1.016018709577518,versicolor
4.862621203625581,3.5741608559804097,1.429247644196201,0.12872050992816125,setosa
6.590312217691503,2.7807499868784724,4.6909095778726195,1.3198438905708192,versicolor
5.489745181726672,2.4797923713260652,3.8469310986906553,1.1924258974389028,versicolor
5.072101133535612,3.5686992864265887,1.461453206055687,0.26479604072131957,setosa
5.630745446547546,2.6111575556785094,3.4602415828247137,1.0872779755099393,versicolor
7.317078262401344,2.975710968567997,6.282295102073334,1.7619085499450617,virginica
6.688254503545088,3.0869943486999314,4.363814920623291,1.5005821815689493,versicolor
6.7771511868440415,3.124378975943203,4.342752260960003,1.4181490528313108,versicolor
5.789987884983055,4.01024887669933,1.2110651980785754,0.18104397527235846,setosa
6.210792242589295,2.543940745116732,5.054247242880704,1.9539871212763278,virginica
5.191775711432023,3.4646318424151885,1.3085315254029297,0.15694264950444395,setosa
6.412321269953826,2.873516312753725,4.236723134878764,1.2155616745317959,versicolor
7.662578618971679,2.570949588317372,6.834643658223318,2.2526344980850936,virginica
4.625700688675896,3.1571324527426325,1.4283213961477867,0.22432203413729518,setosa
4.613682952787385,3.4821038034656864,1.3532294749099671,0.37098561252935286,setosa
6.02983274100413,2.8193329482751066,4.403506793340595,1.4692342584403948,versicolor
5.230859125848427,3.678676547344883,1.526472087881646,0.2763952581629882,setosa
5.7119207850334295,4.37465755155448,1.5840269712449466,0.29017760607050946,setosa
4.973697276331692,3.090290085795912,1.4778788841789265,0.2372131020295097,setosa
5.170018082850622,3.5082180393491664,1.4487050419713536,0.30891201882743646,setosa
5.954425753816178,3.279499632648474,4.7441790139975275,1.8401265273527323,versicolor
7.561081080142159,3.0631882119012617,6.553739395122825,1.9836165779926067,virginica
5.966350474588878,2.664094360367633,5.026622039702403,1.5711605431125717,versicolor
6.939094875592859,3.044087193099571,5.87224330222228,2.0588537048071958,virginica
5.686289682537215,2.5634946267698564,5.001270882210477,2.056421925415087,virginica
6.793016235482527,2.770506191903638,4.767288000050062,1.3524363931705348,versicolor
5.377667342383622,3.8636188654826356,1.7167622975608903,0.36063014679350885,setosa
4.656661161099406,3.2264318369374814,1.4507819075070356,0.1946158978733123,setosa
7.8531906858289116,3.7608513689013296,6.389327894118678,2.0359885269215527,virginica
6.440711885067688,3.0957970097016014,5.519866286952828,1.8006436882301275,virginica
